asof_date,n_isin,observed_pt,expected_pt,expected_pt_hdi_lo,expected_pt_hdi_hi,last_price,expected_vs_observed_pct
2019-12-31,3,32.6,80.52742353339926,66.1440324377932,96.06191574298443,81.055,147.01663660551918
2020-03-31,2,3182.5,76.65350284099725,58.388844995822396,96.46197240870572,81.055,-97.59140603798909
2020-04-30,3,1.875,74.58873558725665,53.2595284935188,97.35881577292842,81.055,3878.065897987021
2020-05-31,5,7.56,72.94852028934002,49.44875937061078,98.33057238816134,81.055,864.9275170547623
2020-06-30,22,21.963,71.84305162279084,46.57013760327701,99.32435388871122,81.055,227.1094642024807
2020-08-31,3,16.525,69.75089937717875,44.46437742209638,98.65060684393558,81.055,322.093188364168
2020-09-30,32,62.86,68.88419748358682,43.28636674805158,99.42622182757992,81.055,9.583514927755044
2020-10-31,1,192.66,68.03603486572207,42.197851526820386,99.69023368953803,81.055,-64.685957196241
2020-12-31,958,50.095,66.01162380638004,39.94088567604946,97.40999664763659,81.055,31.772879142389556
2021-01-31,11,68.03,65.0511098270196,39.12267860313877,96.74698974207735,81.055,-4.378789023931207
2021-02-28,7,3.8,64.15859016581356,37.85410805541894,97.07792137992216,81.055,1588.383951731936
2021-03-31,242,940.345,63.619931714133465,37.532537662143305,97.87276178132063,81.055,-93.2344052752837
2021-12-31,3,118.0,55.93670540701867,32.19065039237653,88.72299611907204,81.055,-52.59601236693333
2022-03-31,2,2105.7,53.573766846513855,30.108158896509956,86.05158401832236,81.055,-97.45577400168524
2022-04-30,3,1.3,52.276517338415346,29.04626366709306,84.4321634696566,81.055,3921.2705644934877
2022-05-31,5,8.78,51.288606712573305,28.072402032900442,81.78250315425093,81.055,484.1526960429762
2022-06-30,23,22.5,50.568292301731795,28.107502298547615,80.18236112282126,81.055,124.74796578547465
2022-08-31,3,15.02,49.19984473539825,26.849195243653607,78.38013741742508,81.055,227.56221528227866
2022-09-30,33,56.51,48.65294557357354,26.65943395378991,77.83399894840716,81.055,-13.903830165327303
2022-10-31,1,112.59,48.142548491918205,26.241172448641066,78.18462688562602,81.055,-57.24083089802095
2022-12-31,1022,48.21,46.95869990748805,25.624515692839598,77.17304083962608,81.055,-2.5955197936360808
2023-01-31,11,67.98,46.315195174261056,25.229326590684728,76.14924220969642,81.055,-31.869380443864294
2023-02-28,5,6.31,45.68100511949179,24.96906944545899,75.31897274240696,81.055,623.94619840716
2023-03-31,260,1068.15,45.30167521798753,24.786677096829095,75.41063612081021,81.055,-95.75886577559449
2023-12-31,3,39.00058,40.01886383618432,20.797449346351573,69.36377278397833,81.055,2.610945365900519
2024-03-31,2,1748.9158500000003,38.3319236508195,19.456159657465914,67.44392649191695,81.055,-97.80824654023122
2024-04-30,3,1.2924,37.399477677757126,18.833014031324414,65.30398566949886,81.055,2793.8005012192143
2024-05-31,5,8.58,36.69878577585993,18.35121653667161,64.16393413877636,81.055,327.72477594242343
2024-06-30,27,30.683339999999998,36.125592095840595,18.05737646968182,62.88485655987836,81.055,17.7368307877845
2024-08-31,3,12.61716,35.118760310175404,17.42222105401409,61.71643577825965,81.055,178.34124565413615
2024-09-30,38,68.33261,34.59676594019256,16.96445142117602,60.3861260385307,81.055,-49.3700504924478
2024-10-30,3,1.248,34.13079934523085,16.784432474083086,60.27752574613507,81.055,2634.8396911242667
2024-10-31,1,73.0745,34.343936253314126,17.09449121891936,60.15870480922741,81.055,-53.001476228624036
2024-11-30,8,26.766669999999998,33.97485638415927,16.859886816119026,59.779661911902856,81.055,26.929709165014803
2024-12-24,3,43.672579999999996,33.70963202287544,16.87439247713387,59.040193348605946,81.055,-22.81282208911074
2024-12-26,3,51.22,33.79194206570064,17.203674371328724,58.91621340635036,81.055,-34.02588429187693
2024-12-30,24,38.63856,33.801532128529146,17.411038836299742,58.461380714340855,81.055,-12.518654606876789
2024-12-31,1062,56.59186,33.803826191878635,17.409258184958983,58.607746216647335,81.055,-40.2673349278878
2025-01-01,3,42.19227333333333,33.82869142897025,17.301427436618923,59.085815779693135,81.055,-19.822543901078603
2025-01-30,3,1.2449999999999999,33.40818775472664,16.93653102499994,58.99524842758965,81.055,2583.3885746768387
2025-01-31,11,85.9284,33.56529610155031,17.21740446729013,58.7297217833726,81.055,-60.93806459616342
2025-02-28,17,7.306,33.36313334084835,16.936136540185966,58.74094774415363,81.055,356.65389188130786
2025-03-24,2,1293.70444,33.28737277012001,16.896514493803124,58.32288051328552,81.055,-97.42697236394118
2025-03-26,2,1243.6,33.30427631246179,17.189238341090956,58.71398642393617,81.055,-97.3219462598535
2025-03-30,60,52.0,33.00286197056269,17.128683511117313,58.007613276069925,81.055,-36.5329577489179
2025-03-31,282,1556.904,32.733310169242294,17.065965805991805,57.34974960386269,81.055,-97.89753830876904
2025-04-01,2,1309.93578,32.21536914770483,16.651783326879713,56.177933949558955,81.055,-97.54069095297902
2025-04-23,3,1.28634,31.18224309403177,15.85417309197528,54.76395220186853,81.055,2324.1058424702464
2025-04-25,3,0.885,30.681961476479138,15.567431571405454,53.27611531227707,81.055,3366.8883024270217
2025-04-30,9,11.436,30.311704014282128,15.076085619694227,51.99933621614437,81.055,165.0551242941774
2025-05-01,3,1.2853400000000001,30.025569964699443,14.964191264187074,51.433767062186845,81.055,2236.0021445453685
2025-05-24,5,11.654,29.64569205905226,14.67511929923336,50.977897906284305,81.055,154.3821182345311
2025-05-26,5,10.27,29.617480926695105,14.5281223955616,51.43718915738043,81.055,188.38832450530774
