isin,er_mean,er_sd,er_p05,er_p50,er_p95,prob_pos
FI4000595756,0.3077030151958211,0.32831058926041984,-0.14855233822469233,0.2714338313214218,0.8875465630379876,0.8496875
US2193501051,0.5228103977748463,0.17765404891015446,0.24833716863459213,0.5139671233442812,0.8210469263978392,0.999625
CA29250N1050,0.003456852390932583,0.08774845361485763,-0.1338536944113695,-0.00013648426566212937,0.1524492491100698,0.4995
US02209S1033,0.023391448634448926,0.1296567123634805,-0.1707858379841896,0.015375587291150352,0.24238078095521196,0.553375
GB0002090453,0.3281242569330509,0.5274201577945279,-0.34204549682577623,0.23991269945429822,1.3014993907973502,0.7253125
GB00BK71XP16,0.8720241699214487,0.7521821758794518,-0.0635659675200824,0.7446928199071932,2.2161496648693664,0.9314375
US92532F1003,0.2320410643164813,0.11065470149015565,0.0628834193801189,0.22572431201709775,0.41839037041508387,0.9866875
IT0001469995,0.5569658511712605,0.4865953078797971,-0.08497881425773435,0.48610914097796276,1.4186843297532692,0.913
US12662P1084,-0.1216333035221902,0.1726511316306978,-0.3726011196647452,-0.1372084960489302,0.18523039927869606,0.206625
SE0015244520,0.9115834224084359,0.6478568949392162,0.0739078066625232,0.8130452937315255,2.0671990423926543,0.966125
CA82509L1076,0.34510570059334067,0.09084431706503109,0.20101200667133942,0.34258355961666864,0.49996290839317903,0.999875
US03831W1080,0.5472116209555192,0.13552689765281636,0.33805290777294744,0.5409423180657076,0.7798925555465278,0.9998125
FI4000508023,0.20185928399695424,0.4058712754644345,-0.3224836235922582,0.13992941637740142,0.9324169315252064,0.6750625
US1912411089,0.19152869392124613,0.13923222677788055,-0.022260348796614777,0.18418376213964904,0.4253926625771443,0.9293125
IT0000076536,0.05560794890518805,0.28386335196236534,-0.3315472349497827,0.02316367776799082,0.5414122587644501,0.5373125
GB00BLZH2C83,0.4566784398100061,0.4633687827176828,-0.14417995595793134,0.390290407563034,1.2930851064563327,0.8720625
US7010941042,0.16209060899469618,0.10313966209397758,0.0030847279048257744,0.1585374147537138,0.33630020197250987,0.9536875
US46120E6023,0.5370630762399726,0.13908997192906006,0.3193626481835148,0.5301284448714899,0.7750006506601707,1.0
BMG611881019,0.4398459832186614,0.21912146519851847,0.11161525932040582,0.4248093487227872,0.8210882303149104,0.988875
NO0013696799,0.4628099731003482,0.524728705939701,-0.2025170307313837,0.3783136202455112,1.4022682697707025,0.844875
US90353T1007,0.5372958457991267,0.10432527768775132,0.374011483825732,0.5337512458678112,0.7136148741806241,0.999875
NO0013325506,0.3494258400147107,0.37943780510274977,-0.17614098189373303,0.3055253875576393,1.0230621032207208,0.8394375
IL0011762130,0.45877088074086586,0.1488642087976414,0.2327390082296935,0.45112807217029754,0.7170111619365062,0.999125
GB00BKPH9R58,1.3111237683321564,0.6793702540940797,0.39128676027893067,1.218391095951906,2.5464033068880507,0.9963125
US34959E1091,-0.18828707050954416,0.061810775495452684,-0.28402726071096096,-0.19158635943359392,-0.0823532966625929,0.0044375
AT0000758305,0.4438949163251987,0.2719823648010393,0.04825572960239378,0.41384729889947414,0.9341019282225871,0.9704375
GB00BP7NQJ77,0.6786987653610114,0.4690467654199219,0.041198020673892846,0.6207402336939853,1.5083222421540385,0.9623125
PLATREM00017,0.17723822172258252,0.48225952378625864,-0.39781001317107056,0.08801321569033904,1.0397804005714386,0.60175
US8552441094,0.11329794261999075,0.086473091608348,-0.02156463217629726,0.11000645006706658,0.2600360001545575,0.917625
US7223041028,0.39863872439087195,0.1171025589050323,0.21625457669041173,0.39202592604288145,0.5972305087640796,0.999625
