index,mean,sd,eti89_lb,eti89_ub,ess_bulk,ess_tail,r_hat,mcse_mean,mcse_sd,run_id,exported_at,source_sha,source_dirty
"within_name_cov[t0, t1]",0.0579368867889934,0.004123562794277894,0.051681137662658416,0.06480840492833,13712.661701088484,6248.678593142584,1.0000987815249256,3.50529404925083e-05,2.588602648623728e-05,6efb530d5881,2026-08-27 03:27:53.469986+00:00,e73524306a17f3dea14a325c3f99ec064e335b1f,True
"within_name_cov[t0, t2]",0.022507501287818008,0.0027268060573356224,0.01870015142344897,0.02725732002263543,12964.835615875665,5858.390488559084,1.0004308112980314,2.315743694157076e-05,2.0483115244870342e-05,6efb530d5881,2026-08-27 03:27:53.469986+00:00,e73524306a17f3dea14a325c3f99ec064e335b1f,True
"within_name_cov[t0, t3]",0.020501222237229833,0.002598655960551802,0.01690006422515882,0.025085512734692207,12856.795829233428,5632.315562375126,1.0006325413361317,2.2025841257799652e-05,1.989804355625803e-05,6efb530d5881,2026-08-27 03:27:53.469986+00:00,e73524306a17f3dea14a325c3f99ec064e335b1f,True
"within_name_cov[t1, t0]",0.0579368867889934,0.004123562794277894,0.051681137662658416,0.06480840492833,13712.661701088484,6248.678593142584,1.0000987815249256,3.50529404925083e-05,2.588602648623728e-05,6efb530d5881,2026-08-27 03:27:53.469986+00:00,e73524306a17f3dea14a325c3f99ec064e335b1f,True
"within_name_cov[t1, t1]",1.2605696524722003,0.03032828792817806,1.212916383877996,1.310089695263033,7725.341555396046,6109.1895579946495,1.0004861116168138,0.0003473128964483964,0.000244798462695657,6efb530d5881,2026-08-27 03:27:53.469986+00:00,e73524306a17f3dea14a325c3f99ec064e335b1f,True
"within_name_cov[t1, t2]",0.4241859600316683,0.01012399262531674,0.4082606974098914,0.4404983708975289,15068.523584833565,6652.562520573446,1.0004412563909058,8.245859094399545e-05,5.7944032909359834e-05,6efb530d5881,2026-08-27 03:27:53.469986+00:00,e73524306a17f3dea14a325c3f99ec064e335b1f,True
"within_name_cov[t1, t3]",0.3795348608374145,0.00907836904199484,0.3652121605186015,0.39412025210941576,13920.981641791448,6413.883413890079,1.0001012295602973,7.694394503415747e-05,5.41578138433763e-05,6efb530d5881,2026-08-27 03:27:53.469986+00:00,e73524306a17f3dea14a325c3f99ec064e335b1f,True
"within_name_cov[t2, t0]",0.022507501287818008,0.0027268060573356224,0.01870015142344897,0.02725732002263543,12964.835615875665,5858.390488559084,1.0004308112980314,2.315743694157076e-05,2.0483115244870342e-05,6efb530d5881,2026-08-27 03:27:53.469986+00:00,e73524306a17f3dea14a325c3f99ec064e335b1f,True
"within_name_cov[t2, t1]",0.4241859600316683,0.01012399262531674,0.4082606974098914,0.4404983708975289,15068.523584833565,6652.562520573446,1.0004412563909058,8.245859094399545e-05,5.7944032909359834e-05,6efb530d5881,2026-08-27 03:27:53.469986+00:00,e73524306a17f3dea14a325c3f99ec064e335b1f,True
"within_name_cov[t2, t2]",1.0581164099871043,0.01081971027227559,1.0409879389190486,1.075394073175301,15368.257412890725,6503.86152452421,1.0005176555899824,8.734145125685589e-05,6.359942468588448e-05,6efb530d5881,2026-08-27 03:27:53.469986+00:00,e73524306a17f3dea14a325c3f99ec064e335b1f,True
"within_name_cov[t2, t3]",0.9448426504317838,0.005261923683428172,0.9365028012105372,0.9532916961193627,15862.459341479098,6250.608734670073,1.0007921997619553,4.176538514708579e-05,2.984421085719569e-05,6efb530d5881,2026-08-27 03:27:53.469986+00:00,e73524306a17f3dea14a325c3f99ec064e335b1f,True
"within_name_cov[t3, t0]",0.020501222237229833,0.002598655960551802,0.01690006422515882,0.025085512734692207,12856.795829233428,5632.315562375126,1.0006325413361317,2.2025841257799652e-05,1.989804355625803e-05,6efb530d5881,2026-08-27 03:27:53.469986+00:00,e73524306a17f3dea14a325c3f99ec064e335b1f,True
"within_name_cov[t3, t1]",0.3795348608374145,0.00907836904199484,0.3652121605186015,0.39412025210941576,13920.981641791448,6413.883413890079,1.0001012295602973,7.694394503415747e-05,5.41578138433763e-05,6efb530d5881,2026-08-27 03:27:53.469986+00:00,e73524306a17f3dea14a325c3f99ec064e335b1f,True
"within_name_cov[t3, t2]",0.9448426504317838,0.005261923683428172,0.9365028012105372,0.9532916961193627,15862.459341479098,6250.608734670073,1.0007921997619553,4.176538514708579e-05,2.984421085719569e-05,6efb530d5881,2026-08-27 03:27:53.469986+00:00,e73524306a17f3dea14a325c3f99ec064e335b1f,True
"within_name_cov[t3, t3]",1.0,1.251465633078152e-16,0.9999999999999999,1.0000000000000002,7180.733930786323,6935.865997300853,1.0001344922684392,1.3992685705525556e-18,9.27235720467921e-19,6efb530d5881,2026-08-27 03:27:53.469986+00:00,e73524306a17f3dea14a325c3f99ec064e335b1f,True
nu,11.00609900753472,0.5617578421255381,10.144173725604976,11.92664413872415,14524.896428830636,6316.341062504099,1.000516090369489,0.00466608568406488,0.0034155595912416306,6efb530d5881,2026-08-27 03:27:53.469986+00:00,e73524306a17f3dea14a325c3f99ec064e335b1f,True
