Name,Currency,Issuer,ISIN,Sector,Maturity,S&P Rating,Coupon,Coupon frequency,YTM (Ask),Ask,Minimum size,Country of issue,Amount issued,Increment size,Subordinated,EU Tax,W/Tax,Accrued days,Accrued interest
PERU 1.862% 01.12.2032,USD,Republic of Peru,US715638DP43,Sovereign,2032-01-12,BBB-,1.860,Semi-Annual,4.887,82.877,1000,Peru,1000000000,1000,No,Yes,No,154.000,0.796
PERU 5.5% 30.03.2036,USD,Republic of Peru,US715638FC12,Sovereign,2036-03-30,BBB-,5.500,Semi-Annual,5.311,101.466,1000,Peru,1600000000,1000,No,Yes,No,35.000,0.535
PERU 3.75% 01.03.2030,EUR,Republic of Peru,XS1373156618,Sovereign,2030-01-03,BBB-,3.750,Annual,3.401,101.163,100000,Peru,860172000,1000,No,Yes,No,66.000,0.678
POLAND 4.875% 04.10.2033,USD,Republic of Poland,US731011AV42,Sovereign,2033-04-10,A-,4.880,Semi-Annual,4.813,100.311,1000,Poland,2500000000,1000,No,Yes,No,31.000,0.420
POLAND 4.625% 18.03.2029,USD,Republic of Poland,US731011AX08,Sovereign,2029-03-18,A-,4.630,Semi-Annual,4.168,101.219,1000,Poland,1500000000,1000,No,Yes,No,47.000,0.604
POLAND 5.5% 16.11.2027,USD,Republic of Poland,US857524AD47,Sovereign,2027-11-16,A-,5.500,Semi-Annual,4.194,101.836,1000,Poland,1500000000,1000,No,Yes,No,169.000,2.582
POLAND 2.75% 25.05.2032,EUR,Republic of Poland,XS2447602793,Sovereign,2032-05-25,A-,2.750,Annual,3.334,96.759,1000,Poland,2000000000,1000,No,Yes,No,346.000,2.607
POLAND 3.625% 11.01.2034,EUR,Republic of Poland,XS2746102479,Sovereign,2034-11-01,A-,3.630,Annual,3.527,100.573,1000,Poland,2500000000,1000,No,Yes,No,115.000,1.142
POLAND 1% 25.10.2028,EUR,Republic of Poland,XS1508566392,Sovereign,2028-10-25,A-,1.000,Annual,2.825,95.732,1000,Poland,750000000,1000,No,Yes,No,193.000,0.529
POLAND 3% 16.01.2030,EUR,Republic of Poland,XS2975280509,Sovereign,2030-01-16,A-,3.000,Annual,3.010,99.798,1000,Poland,1500000000,1000,No,Yes,No,110.000,0.904
POLAND 2.375% 18.01.2036,EUR,Republic of Poland,XS1346201889,Sovereign,2036-01-18,A-,2.380,Annual,3.688,88.840,1000,Poland,2000000000,1000,No,Yes,No,108.000,0.703
POLAND 3.22% 04.08.2034,JPY,Republic of Poland,XS0197118465,Sovereign,2034-04-08,A-,3.220,Semi-Annual,2.692,103.877,100000000,Poland,16800000000,100000000,No,Yes,No,92.000,0.823
POLAND 3.625% 29.11.2030,EUR,Republic of Poland,XS2726911931,Sovereign,2030-11-29,NaN,3.630,Annual,3.187,101.649,1000,Poland,1250000000,1000,No,Yes,No,158.000,1.569
POLAND 3.625% 16.01.2035,EUR,Republic of Poland,XS2975276143,Sovereign,2035-01-16,A-,3.630,Annual,3.615,99.801,1000,Poland,1500000000,1000,No,Yes,No,110.000,1.093
POLAND 2.875% 15.01.2031,EUR,Republic of Poland,XS3268040964,Sovereign,2031-01-15,A-,2.880,Annual,3.254,98.370,1000,Poland,2000000000,1000,No,Yes,No,111.000,0.874
POLAND 5.75% 16.11.2032,USD,Republic of Poland,US857524AE20,Sovereign,2032-11-16,A-,5.750,Semi-Annual,4.718,105.692,1000,Poland,1500000000,1000,No,Yes,No,169.000,2.699
POLAND 5.125% 18.09.2034,USD,Republic of Poland,US731011AY80,Sovereign,2034-09-18,A-,5.130,Semi-Annual,4.972,100.936,1000,Poland,3000000000,1000,No,Yes,No,47.000,0.669
POLAND 4.45% 02.02.2035,EUR,Republic of Poland,XS0211389753,Sovereign,2035-02-02,A-,4.450,Annual,3.258,108.686,1000,Poland,500000000,1000,No,Yes,No,93.000,1.134
POLAND 3.125% 07.07.2032,EUR,Republic of Poland,XS3109446610,Sovereign,2032-07-07,A-,3.130,Annual,3.341,98.778,1000,Poland,1750000000,1000,No,Yes,No,303.000,2.594
POLAND 2.591% 22.11.2027,EUR,Republic of Poland,XS2943817168,Sovereign,2027-11-22,A-,2.590,Annual,2.581,99.652,200000,Poland,250000000,200000,No,Yes,No,165.000,1.171
POLAND 3.875% 14.02.2033,EUR,Republic of Poland,XS2586944659,Sovereign,2033-02-14,A-,3.880,Annual,3.443,102.616,1000,Poland,2250000000,1000,No,Yes,No,81.000,0.860
POLAND 1.125% 07.08.2026,EUR,Republic of Poland,XS1766612672,Sovereign,2026-07-08,A-,1.130,Annual,2.323,99.593,1000,Poland,1000000000,1000,No,Yes,No,272.000,0.838
POLAND 0.875% 10.05.2027,EUR,Republic of Poland,XS1209947271,Sovereign,2027-10-05,A-,0.880,Annual,2.896,97.981,1000,Poland,1000000000,1000,No,Yes,No,361.000,0.865
POLAND 1% 07.03.2029,EUR,Republic of Poland,XS1958534528,Sovereign,2029-07-03,A-,1.000,Annual,2.851,94.957,1000,Poland,1500000000,1000,No,Yes,No,60.000,0.164
POLAND 1.75% 25.04.2032,PLN,Republic of Poland,PL0000113783,Sovereign,2032-04-25,NaN,1.750,Annual,5.389,81.828,1000,Poland,63684961000,1000,No,Yes,No,11.000,0.053
POLAND 4.875% 12.02.2030,USD,Republic of Poland,US857524AF94,Sovereign,2030-12-02,A-,4.880,Semi-Annual,4.239,101.968,1000,Poland,2750000000,1000,No,Yes,No,83.000,1.124
POLAND 3.125% 22.10.2031,EUR,Republic of Poland,XS2922763896,Sovereign,2031-10-22,A-,3.130,Annual,3.267,99.166,1000,Poland,1750000000,1000,No,Yes,No,196.000,1.678
POLAND 1.375% 22.10.2027,EUR,Republic of Poland,XS1584894650,Sovereign,2027-10-22,A-,1.380,Annual,2.849,97.868,1000,Poland,1000000000,1000,No,Yes,No,196.000,0.738
POLAND 5.375% 14.04.2036,USD,Republic of Poland,US857524AK89,Sovereign,2036-04-14,A-,5.380,Semi-Annual,5.263,100.868,1000,Poland,2500000000,1000,No,Yes,No,21.000,0.314
POLAND 4.625% 14.04.2031,USD,Republic of Poland,US857524AJ17,Sovereign,2031-04-14,A-,4.630,Semi-Annual,4.443,100.754,1000,Poland,1000000000,1000,No,Yes,No,21.000,0.270
POLAND 5.375% 12.02.2035,USD,Republic of Poland,US857524AH50,Sovereign,2035-12-02,A-,5.380,Semi-Annual,5.067,102.091,1000,Poland,2750000000,1000,No,Yes,No,83.000,1.239
PORTUGAL 0.9% 12.10.2035,EUR,Republic of Portugal,PTOTENOE0034,Sovereign,2035-12-10,NaN,0.900,Annual,3.332,80.185,0,Portugal,8046713000,0,No,Yes,Yes,206.000,0.508
PORTUGAL 2.875% 20.10.2034,EUR,Republic of Portugal,PTOTESOE0021,Sovereign,2034-10-20,NaN,2.880,Annual,3.230,96.986,0,Portugal,6358681000,0,No,Yes,Yes,198.000,1.560
PORTUGAL 4.125% 14.04.2027,EUR,Republic of Portugal,PTOTEUOE0019,Sovereign,2027-04-14,NaN,4.130,Annual,2.596,101.350,0,Portugal,7729046000,0,No,Yes,Yes,22.000,0.249
PORTUGAL 0.7% 15.10.2027,EUR,Republic of Portugal,PTOTEMOE0035,Sovereign,2027-10-15,NaN,0.700,Annual,2.656,97.173,0,Portugal,7598456000,0,No,Yes,Yes,203.000,0.389
PORTUGAL 2.875% 14.10.2033,EUR,Republic of Portugal,PTOTEQOE0023,Sovereign,2033-10-14,NaN,2.880,Annual,3.076,98.344,0,Portugal,4179000000,0,No,Yes,Yes,218.000,1.717
PORTUGAL 0% 19.03.2027,EUR,Republic of Portugal,PTPBTFGE0069,Sovereign,2027-03-19,NaN,0.000,NaN,2.510,97.803,1,Portugal,2986753215,1,No,Yes,Yes,47.000,0.000
PORTUGAL 3.095% 22.04.2033,EUR,Republic of Portugal,PTIGCGOE0004,Sovereign,2033-04-22,NaN,3.100,Annual,3.036,100.102,100000,Portugal,100000000,100000,No,Yes,Yes,14.000,0.120
PORTUGAL 1.95% 15.06.2029,EUR,Republic of Portugal,PTOTEXOE0024,Sovereign,2029-06-15,NaN,1.950,Annual,2.654,97.745,0,Portugal,13800486000,0,No,Yes,Yes,325.000,1.736
PORTUGAL 0% 22.05.2026,EUR,Republic of Portugal,PTPBTEGE0052,Sovereign,2026-05-22,NaN,0.000,NaN,1.949,99.914,1,Portugal,2063136655,1,No,Yes,Yes,348.000,0.000
PORTUGAL 3.875% 15.02.2030,EUR,Republic of Portugal,PTOTEROE0014,Sovereign,2030-02-15,NaN,3.880,Annual,2.697,103.940,0,Portugal,8029264491,0,No,Yes,Yes,80.000,0.849
PORTUGAL 0% 17.07.2026,EUR,Republic of Portugal,PTPBTBGE0071,Sovereign,2026-07-17,NaN,0.000,NaN,2.039,99.594,1,Portugal,3004804177,1,No,Yes,Yes,292.000,0.000
PORTUGAL 0% 22.01.2027,EUR,Republic of Portugal,PTPBTZGE0032,Sovereign,2027-01-22,NaN,0.000,NaN,2.351,98.253,1,Portugal,2437829710,1,No,Yes,Yes,103.000,0.000
PORTUGAL 0.3% 17.10.2031,EUR,Republic of Portugal,PTOTEOOE0033,Sovereign,2031-10-17,NaN,0.300,Annual,2.887,86.828,0,Portugal,10641526000,0,No,Yes,Yes,201.000,0.165
PORTUGAL 2.25% 18.04.2034,EUR,Republic of Portugal,PTOTEWOE0017,Sovereign,2034-04-18,NaN,2.250,Annual,3.169,93.230,0,Portugal,9555164023,0,No,Yes,Yes,18.000,0.111
PORTUGAL 3% 15.06.2035,EUR,Republic of Portugal,PTOTEAOE0005,Sovereign,2035-06-15,NaN,3.000,Annual,3.223,97.785,0,Portugal,7104944000,0,No,Yes,Yes,325.000,2.671
PORTUGAL 1.65% 16.07.2032,EUR,Republic of Portugal,PTOTEYOE0031,Sovereign,2032-07-16,NaN,1.650,Annual,2.984,92.256,0,Portugal,7816409000,0,No,Yes,Yes,294.000,1.329
PORTUGAL 2.875% 21.07.2026,EUR,Republic of Portugal,PTOTETOE0012,Sovereign,2026-07-21,NaN,2.880,Annual,2.299,100.100,0,Portugal,9275196000,0,No,Yes,Yes,289.000,2.276
PORTUGAL 0.475% 18.10.2030,EUR,Republic of Portugal,PTOTELOE0028,Sovereign,2030-10-18,NaN,0.480,Annual,2.781,90.240,0,Portugal,11221218000,0,No,Yes,Yes,200.000,0.260
PORTUGAL 0% 20.11.2026,EUR,Republic of Portugal,PTPBTCGE0070,Sovereign,2026-11-20,NaN,0.000,NaN,2.300,98.715,1,Portugal,2325000000,1,No,Yes,Yes,117.000,0.000
PORTUGAL 2.125% 17.10.2028,EUR,Republic of Portugal,PTOTEVOE0018,Sovereign,2028-10-17,NaN,2.130,Annual,2.647,98.610,0,Portugal,16067387000,0,No,Yes,Yes,201.000,1.170
PORTUGAL 0% 18.09.2026,EUR,Republic of Portugal,PTPBTAGE0072,Sovereign,2026-09-18,NaN,0.000,NaN,2.151,99.174,1,Portugal,1842636000,1,No,Yes,Yes,229.000,0.000
RWANDA 5.5% 09.08.2031,USD,Republic of Rwanda,XS2373051320,Sovereign,2031-09-08,B+,5.500,Semi-Annual,6.876,94.000,200000,Rwanda,620000000,1000,No,Yes,No,87.000,1.329
SENEGAL 4.75% 13.03.2028,EUR,Republic of Senegal,XS1790104530,Sovereign,2028-03-13,CCC+,4.750,Annual,43.772,67.063,100000,Senegal,666666667,1000,No,Yes,No,54.000,0.703
SENEGAL 6.25% 23.05.2033,USD,Republic of Senegal,XS1619155564,Sovereign,2033-05-23,CCC+,6.250,Semi-Annual,18.387,56.875,200000,Senegal,1100000000,1000,No,Yes,No,163.000,2.830
SENEGAL 7.75% 10.06.2031,USD,Republic of Senegal,XS2838363476,Sovereign,2031-10-06,CCC+,7.750,Semi-Annual,20.461,61.000,200000,Senegal,750000000,1000,No,Yes,No,146.000,3.143
SERBIA 6% 12.06.2034,USD,Republic of Serbia,XS2838999691,Sovereign,2034-12-06,BBB-,6.000,Semi-Annual,5.402,103.500,200000,Serbia,1500000000,1000,No,Yes,No,144.000,2.400
SERBIA 6.25% 26.05.2028,USD,Republic of Serbia,XS2580269426,Sovereign,2028-05-26,BBB-,6.250,Semi-Annual,4.820,102.638,200000,Serbia,750000000,1000,No,Yes,No,160.000,2.778
SERBIA 1.5% 26.06.2029,EUR,Republic of Serbia,XS2015296465,Sovereign,2029-06-26,BBB-,1.500,Annual,3.997,92.637,100000,Serbia,1550000000,1000,No,Yes,No,314.000,1.290
SERBIA 2.125% 01.12.2030,USD,Republic of Serbia,XS2264555744,Sovereign,2030-01-12,BBB-,2.130,Semi-Annual,4.936,88.500,200000,Serbia,1200000000,1000,No,Yes,No,155.000,0.915
SERBIA 3.125% 15.05.2027,EUR,Republic of Serbia,XS2170186923,Sovereign,2027-05-15,NaN,3.130,Annual,3.228,99.691,100000,Serbia,2000000000,1000,No,Yes,No,356.000,3.048
SERBIA 1.65% 03.03.2033,EUR,Republic of Serbia,XS2308620793,Sovereign,2033-03-03,BBB-,1.650,Annual,4.377,84.191,100000,Serbia,1000000000,1000,No,Yes,No,64.000,0.289
SERBIA 4.25% 06.05.2031,EUR,Republic of Serbia,XS3363425383,Sovereign,2031-06-05,BBB-,4.250,Annual,4.369,99.466,100000,Serbia,1000000000,1000,No,Yes,No,NaN,0.000
SERBIA 6.5% 26.09.2033,USD,Republic of Serbia,XS2580270275,Sovereign,2033-09-26,BBB-,6.500,Semi-Annual,5.369,106.562,200000,Serbia,1000000000,1000,No,Yes,No,40.000,0.722
SERBIA 1% 23.09.2028,EUR,Republic of Serbia,XS2388561677,Sovereign,2028-09-23,BBB-,1.000,Annual,3.729,93.870,100000,Serbia,1000000000,1000,No,Yes,No,225.000,0.616
SINGAPORE 3% 01.04.2029,SGD,Republic of Singapore,SGXF45447632,Sovereign,2029-01-04,NaN,3.000,Semi-Annual,1.596,103.992,1000,Singapore,5400000000,1000,No,Yes,No,34.000,0.279
SINGAPORE 2.5% 01.04.2030,SGD,Republic of Singapore,SGXF69708166,Sovereign,2030-01-04,NaN,2.500,Semi-Annual,1.668,103.105,1000,Singapore,7200000000,1000,No,Yes,No,34.000,0.232
SINGAPORE 2.875% 01.07.2029,SGD,Republic of Singapore,SG3263998209,Sovereign,2029-01-07,NaN,2.880,Semi-Annual,1.632,103.827,1000,Singapore,10400000000,1000,No,Yes,No,124.000,0.985
SINGAPORE 2.875% 01.08.2028,SGD,Republic of Singapore,SGXF51035222,Sovereign,2028-01-08,NaN,2.880,Semi-Annual,1.529,102.975,1000,Singapore,5100000000,1000,No,Yes,No,93.000,0.739
SINGAPORE 2.625% 01.05.2028,SGD,Republic of Singapore,SG31B7000002,Sovereign,2028-01-05,NaN,2.630,Semi-Annual,1.509,102.196,1000,Singapore,11100000000,1000,No,Yes,No,4.000,0.029
SINGAPORE 2.875% 01.09.2027,SGD,Republic of Singapore,SGXF33080817,Sovereign,2027-01-09,NaN,2.880,Semi-Annual,1.503,101.799,1000,Singapore,7400000000,1000,No,Yes,No,65.000,0.508
SINGAPORE 2.125% 01.06.2026,SGD,Republic of Singapore,SG31A8000003,Sovereign,2026-01-06,NaN,2.130,Semi-Annual,0.804,100.100,1000,Singapore,11500000000,1000,No,Yes,No,155.000,0.905
SINGAPORE 3.5% 01.03.2027,SGD,Republic of Singapore,SG7J60932174,Sovereign,2027-01-03,NR,3.500,Semi-Annual,1.416,101.698,1000,Singapore,13400000000,1000,No,Yes,No,65.000,0.618
REPUBLIC SRPSKA 6.25% 02.04.2031,EUR,Republic of Srpska,XS3327023787,Sovereign,2031-02-04,B,6.250,Annual,5.884,101.591,100000,Bosnia and Herz,500000000,1000,No,Yes,No,34.000,0.582
SURINAME 8.5% 06.11.2035,USD,Republic of Suriname,USP68788AG67,Sovereign,2035-06-11,NaN,8.500,Semi-Annual,7.182,109.344,200000,Suriname,265000000,1000,No,Yes,No,179.000,4.226
SURINAME 8.5% 06.11.2035,USD,Republic of Suriname,USP68788AF84,Sovereign,2035-06-11,CCC+,8.500,Semi-Annual,7.177,109.375,200000,Suriname,1050000000,1000,No,Yes,No,179.000,4.226
SURINAME 7.7% 06.11.2030,USD,Republic of Suriname,USP68788AE10,Sovereign,2030-06-11,CCC+,7.700,Semi-Annual,6.562,104.650,200000,Suriname,525000000,1000,No,Yes,No,179.000,3.829
TAJIKISTAN 7.125% 14.09.2027,USD,Republic of Tajikistan,XS1676401414,Sovereign,2027-09-14,B,7.130,Semi-Annual,0.802,105.750,200000,Tajikistan,250000000,1000,No,Yes,No,52.000,1.029
TRINIDAD TOBAGO 5.95% 14.01.2031,USD,Republic of Trinidad and Tobago,USP93960AJ47,Sovereign,2031-01-14,BBB-,5.950,Semi-Annual,5.383,102.125,200000,Trinidad and Tobago,560000000,1000,No,Yes,No,111.000,1.835
TRINIDAD TOBAGO 6.5% 28.01.2036,USD,Republic of Trinidad and Tobago,USP93960AL92,Sovereign,2036-01-28,BBB-,6.500,Semi-Annual,5.976,103.375,200000,Trinidad and Tobago,1000000000,1000,No,Yes,No,97.000,1.751
TRINIDAD TOBAGO 4.5% 26.06.2030,USD,Republic of Trinidad and Tobago,USP93960AH80,Sovereign,2030-06-26,BBB-,4.500,Semi-Annual,5.350,97.000,200000,Trinidad and Tobago,500000000,1000,No,Yes,No,129.000,1.613
TRINIDAD TOBAGO 6.4% 26.06.2034,USD,Republic of Trinidad and Tobago,USP93960AK10,Sovereign,2034-06-26,BBB-,6.400,Semi-Annual,5.840,103.500,200000,Trinidad and Tobago,750000000,1000,No,Yes,No,129.000,2.293
TRINIDAD TOBAGO 4.5% 04.08.2026,USD,Republic of Trinidad and Tobago,USP93960AG08,Sovereign,2026-04-08,BBB-,4.500,Semi-Annual,5.463,99.875,200000,Trinidad and Tobago,407040000,1000,No,Yes,No,91.000,1.137
TRINIDAD TOBAGO 5.875% 17.05.2027,USD,Republic of Trinidad and Tobago,USP93960AD76,Sovereign,2027-05-17,BBB-,5.880,Semi-Annual,4.869,101.125,100000,Trinidad and Tobago,150000000,1000,No,Yes,No,168.000,2.742
TURKIYE 11.875% 15.01.2030,USD,Republic of Turkiye,US900123AL40,Sovereign,2030-01-15,NR,11.880,Semi-Annual,5.779,120.125,1000,Turkey,1500000000,1000,No,No,No,110.000,3.628
TURKIYE 7.25% 29.05.2032,USD,Republic of Turkiye,US900123DQ00,Sovereign,2032-05-29,NaN,7.250,Semi-Annual,6.615,103.000,200000,Turkey,2000000000,1000,No,Yes,No,156.000,3.142
TURKIYE 7.625% 26.04.2029,USD,Republic of Turkiye,US900123CT57,Sovereign,2029-04-26,NaN,7.630,Semi-Annual,5.782,105.160,200000,Turkey,3000000000,1000,No,Yes,No,9.000,0.191
TURKIYE 9.375% 14.03.2029,USD,Republic of Turkiye,US900123DH01,Sovereign,2029-03-14,NaN,9.380,Semi-Annual,5.629,109.750,200000,Turkey,2250000000,1000,No,Yes,No,51.000,1.328
TURKIYE 7.625% 15.05.2034,USD,Republic of Turkiye,US900123DK30,Sovereign,2034-05-15,NaN,7.630,Semi-Annual,6.826,104.875,200000,Turkey,3000000000,1000,No,Yes,No,170.000,3.601
TURKIYE 4.375% 08.07.2027,EUR,Republic of Turkiye,XS2361850527,Sovereign,2027-08-07,NaN,4.380,Annual,3.109,101.428,100000,Turkey,1500000000,1000,No,Yes,No,302.000,3.620
TURKIYE 6% 25.03.2027,USD,Republic of Turkiye,US900123CL22,Sovereign,2027-03-25,NaN,6.000,Semi-Annual,4.399,101.250,200000,Turkey,3250000000,1000,No,Yes,No,40.000,0.667
TURKIYE 6.95% 16.09.2035,USD,Republic of Turkiye,US900123DR82,Sovereign,2035-09-16,NaN,6.950,Semi-Annual,7.022,99.000,200000,Turkey,2000000000,1000,No,Yes,No,49.000,0.946
TURKIYE 6.5% 03.01.2035,USD,Republic of Turkiye,US900123DN78,Sovereign,2035-03-01,NaN,6.500,Semi-Annual,6.906,97.375,200000,Turkey,3500000000,1000,No,Yes,No,122.000,2.203
TURKIYE 5.875% 21.05.2030,EUR,Republic of Turkiye,XS2790222116,Sovereign,2030-05-21,NaN,5.880,Annual,4.380,105.484,100000,Turkey,2000000000,1000,No,Yes,No,350.000,5.634
TURKIYE 9.125% 13.07.2030,USD,Republic of Turkiye,US900123DJ66,Sovereign,2030-07-13,NaN,9.130,Semi-Annual,6.009,111.250,200000,Turkey,2500000000,1000,No,Yes,No,112.000,2.839
TURKIYE 8% 14.02.2034,USD,Republic of Turkiye,US900123AT75,Sovereign,2034-02-14,NR,8.000,Semi-Annual,6.722,107.750,2000,Turkey,1500000000,1000,No,Yes,No,81.000,1.800
TURKIYE 5.125% 17.02.2028,USD,Republic of Turkiye,US900123CP36,Sovereign,2028-02-17,NaN,5.130,Semi-Annual,5.046,99.875,200000,Turkey,2000000000,1000,No,Yes,No,78.000,1.110
TURKIYE 5.15% 10.03.2034,EUR,Republic of Turkiye,XS3293834662,Sovereign,2034-10-03,NaN,5.150,Annual,5.365,98.420,100000,Turkey,2000000000,1000,No,Yes,No,85.000,1.199
TURKIYE 6.875% 17.03.2036,USD,Republic of Turkiye,US900123AY60,Sovereign,2036-03-17,NR,6.880,Semi-Annual,7.051,98.625,2000,Turkey,2750000000,1000,No,Yes,No,48.000,0.917
TURKIYE 6.125% 24.10.2028,USD,Republic of Turkiye,US900123CQ19,Sovereign,2028-10-24,NaN,6.130,Semi-Annual,5.304,101.750,200000,Turkey,2750000000,1000,No,Yes,No,11.000,0.187
TURKIYE 7.125% 12.02.2032,USD,Republic of Turkiye,US900123DP27,Sovereign,2032-12-02,NaN,7.130,Semi-Annual,6.516,102.875,200000,Turkey,2500000000,1000,No,Yes,No,83.000,1.643
TURKIYE 6.5% 20.09.2033,USD,Republic of Turkiye,US900123DD96,Sovereign,2033-09-20,NaN,6.500,Semi-Annual,6.804,97.875,200000,Turkey,1500000000,1000,No,Yes,No,45.000,0.812
TURKIYE 4.875% 09.10.2026,USD,Republic of Turkiye,US900123CK49,Sovereign,2026-09-10,NaN,4.880,Semi-Annual,3.675,100.375,200000,Turkey,3000000000,1000,No,Yes,No,31.000,0.420
TURKIYE 6.375% 22.05.2031,USD,Republic of Turkiye,US900123DV94,Sovereign,2031-05-22,NaN,6.380,Semi-Annual,6.343,99.750,200000,Turkey,2000000000,1000,No,Yes,No,13.000,0.230
TURKIYE 5.2% 17.08.2031,EUR,Republic of Turkiye,XS3123715297,Sovereign,2031-08-17,NaN,5.200,Annual,4.818,101.850,100000,Turkey,1500000000,1000,No,Yes,No,293.000,4.174
TURKIYE 5.25% 13.03.2030,USD,Republic of Turkiye,US900123CY43,Sovereign,2030-03-13,NaN,5.250,Semi-Annual,5.983,97.375,200000,Turkey,2000000000,1000,No,Yes,No,52.000,0.758
TURKIYE 9.375% 19.01.2033,USD,Republic of Turkiye,US900123DG28,Sovereign,2033-01-19,NaN,9.380,Semi-Annual,6.720,114.250,200000,Turkey,2750000000,1000,No,Yes,No,106.000,2.760
TURKIYE 5.95% 15.01.2031,USD,Republic of Turkiye,US900123DA57,Sovereign,2031-01-15,NaN,5.950,Semi-Annual,6.196,98.750,200000,Turkey,2250000000,1000,No,Yes,No,110.000,1.818
TURKIYE 7.125% 17.07.2032,USD,Republic of Turkiye,US900123DL13,Sovereign,2032-07-17,NaN,7.130,Semi-Annual,6.599,102.500,200000,Turkey,1750000000,1000,No,Yes,No,108.000,2.138
TURKIYE 9.875% 15.01.2028,USD,Republic of Turkiye,US900123DF45,Sovereign,2028-01-15,NaN,9.880,Semi-Annual,5.037,107.750,200000,Turkey,3500000000,1000,No,Yes,No,110.000,3.017
TURKIYE 6.3% 14.03.2033,USD,Republic of Turkiye,US900123DT49,Sovereign,2033-03-14,NaN,6.300,Semi-Annual,6.760,97.500,200000,Turkey,2000000000,1000,No,Yes,No,51.000,0.892
TURKIYE 5.875% 26.06.2031,USD,Republic of Turkiye,US900123DC14,Sovereign,2031-06-26,NaN,5.880,Semi-Annual,6.305,97.625,200000,Turkey,1750000000,1000,No,Yes,No,129.000,2.105
TURKIYE 8.6% 24.09.2027,USD,Republic of Turkiye,USM88269US88,Sovereign,2027-09-24,NaN,8.600,Semi-Annual,4.639,105.125,200000,Turkey,2000000000,1000,No,Yes,No,41.000,0.979
TURKIYE 12.4% 08.03.2028,TRY,Republic of Turkiye,TRT080328T15,Sovereign,2028-08-03,NaN,12.400,Every 182 days,37.660,68.222,1000,Turkey,80370272026,1000,No,Yes,Yes,54.000,1.840
URUGUAY 1.617% 23.07.2035,CHF,Republic of Uruguay,CH1454185955,Sovereign,2035-07-23,BBB+,1.620,Annual,1.540,100.341,5000,Uruguay,160000000,5000,No,Yes,Yes,283.000,1.272
URUGUAY 4.375% 23.01.2031,USD,Republic of Uruguay,US917288BK78,Sovereign,2031-01-23,BBB+,4.380,Semi-Annual,4.110,100.912,1,Uruguay,1878974729,1,No,Yes,No,102.000,1.240
URUGUAY 1.04% 23.07.2030,CHF,Republic of Uruguay,CH1454185948,Sovereign,2030-07-23,BBB+,1.040,Annual,1.054,99.741,5000,Uruguay,160000000,5000,No,Yes,Yes,283.000,0.818
URUGUAY 4.375% 27.10.2027,USD,Republic of Uruguay,US760942BB71,Sovereign,2027-10-27,BBB+,4.380,Semi-Annual,3.556,100.710,1,Uruguay,845977495,1,No,Yes,No,8.000,0.097
URUGUAY 7.875% 15.01.2033,USD,Republic of Uruguay,US917288BA96,Sovereign,2033-01-15,BBB+,7.880,Semi-Annual,4.560,118.993,1,Uruguay,840598054,1,No,Yes,No,110.000,2.406
URUGUAY 7.625% 21.03.2036,USD,Republic of Uruguay,US760942AS16,Sovereign,2036-03-21,BBB+,7.630,Semi-Annual,4.807,119.988,1,Uruguay,1056636806,1,No,Yes,No,44.000,0.932
URUGUAY 5.75% 28.10.2034,USD,Republic of Uruguay,US760942BE11,Sovereign,2034-10-28,BBB+,5.750,Semi-Annual,4.866,105.344,1,Uruguay,2199975998,1,No,Yes,No,7.000,0.112
UZBEKISTAN 5.1% 25.02.2029,EUR,Republic of Uzbekistan,XS3008639810,Sovereign,2029-02-25,NaN,5.100,Annual,4.242,102.243,100000,Uzbekistan,500000000,1000,No,Yes,No,70.000,0.978
UZBEKISTAN 6.9% 28.02.2032,USD,Republic of Uzbekistan,XS2827783437,Sovereign,2032-02-28,BB,6.900,Semi-Annual,5.329,107.875,200000,Uzbekistan,600000000,1000,No,Yes,No,68.000,1.303
UZBEKISTAN 7.85% 12.10.2028,USD,Republic of Uzbekistan,XS2701166717,Sovereign,2028-12-10,BB,7.850,Semi-Annual,4.872,106.750,200000,Uzbekistan,660000000,1000,No,Yes,No,24.000,0.523
UZBEKISTAN 3.9% 19.10.2031,USD,Republic of Uzbekistan,XS2365195978,Sovereign,2031-10-19,BB,3.900,Semi-Annual,5.260,93.250,200000,Uzbekistan,635000000,1000,No,Yes,No,17.000,0.184
UZBEKISTAN 5.375% 29.05.2027,EUR,Republic of Uzbekistan,XS2827786455,Sovereign,2027-05-29,BB,5.380,Annual,3.964,101.540,100000,Uzbekistan,600000000,1000,No,Yes,No,342.000,5.036
UZBEKISTAN 5.375% 20.02.2029,USD,Republic of Uzbekistan,XS1953915136,Sovereign,2029-02-20,BB,5.380,Semi-Annual,4.887,100.750,200000,Uzbekistan,500000000,1000,No,Yes,No,76.000,1.135
UZBEKISTAN 6.947% 25.05.2032,USD,Republic of Uzbekistan,XS3008644737,Sovereign,2032-05-25,NaN,6.950,Semi-Annual,5.357,108.375,200000,Uzbekistan,500000000,1000,No,Yes,No,161.000,3.107
UZBEKISTAN 3.7% 25.11.2030,USD,Republic of Uzbekistan,XS2263765856,Sovereign,2030-11-25,BB,3.700,Semi-Annual,5.164,93.500,200000,Uzbekistan,555000000,1000,No,Yes,No,161.000,1.655
