asof_date,n_isin,observed_pt,expected_pt,expected_pt_hdi_lo,expected_pt_hdi_hi,last_price,expected_vs_observed_pct
2020-06-30,1,67.07,536.4529565506583,327.6407466018573,709.1513619291183,618.585,699.840400403546
2020-09-30,5,41.92,483.45343920126476,235.18529495367665,697.0562906256393,618.585,1053.2763339724827
2020-12-31,33,175.5,457.75759499069517,205.25098956187293,698.475000521917,618.585,160.83053845623655
2021-03-31,12,827.025,439.96602246981666,189.76449462230332,694.9534091612105,618.585,-46.80136362627289
2022-06-30,1,43.45,393.1221303488827,155.46750507011717,668.6189883832143,618.585,804.768999652204
2022-09-30,5,40.78,384.483926181032,150.55942320546214,669.3647495856225,618.585,842.8247331560373
2022-12-31,36,350.0,391.4013693774862,161.4663129456506,677.4487950588518,618.585,11.828962679281773
2023-03-31,12,962.69165,398.0300477129049,168.3652166211511,693.5970344761632,618.585,-58.65446140382491
2024-06-30,2,67.05796,379.24168248772514,149.81061735677247,710.1285215463181,618.585,465.5431249142163
2024-09-30,5,81.00272,387.82943145551684,156.8020068613244,725.515549184259,618.585,378.7856894873615
2024-12-30,2,472.0515,408.3144330680972,178.14726399202394,747.205056886343,618.585,-13.50214265432963
2024-12-31,37,582.6845999999999,431.8804700707179,198.45970173384237,777.6062622522417,618.585,-25.88091909916309
2025-03-30,7,141.2824,449.7221958882839,208.23855012942414,805.7202806699013,618.585,218.31438019759287
2025-03-31,12,1577.87381,484.30898975826295,229.46134396871196,853.5797233613321,618.585,-69.30622799561755
2025-05-30,2,1277.1875,503.9953597932103,244.8741540495963,908.2788422787685,618.585,-60.538655460282044
2025-06-23,2,1288.52027,512.1994516557908,250.23782960893408,913.6668964509724,618.585,-60.24901869368413
2025-06-25,2,738.965,509.2922550466067,250.53788182232165,905.2928949399277,618.585,-31.080327884729762
2025-06-30,44,374.87768,501.68964813910657,245.94416534697308,888.5508008209817,618.585,33.82755893578582
2025-07-01,2,1322.66604,497.1312975986845,243.65724483390255,879.9973025567922,618.585,-62.41445061984925
2025-08-30,5,122.03310000000002,476.46379303168135,218.43003706079944,848.3566479240983,618.585,290.43816229505046
2025-09-23,5,120.74466,473.46140650434205,213.9227988904306,844.0164435253564,618.585,292.1178845543497
2025-09-25,5,98.48,483.58942099357296,215.73146170462317,866.3610256356204,618.585,391.0534331778766
2025-09-30,54,490.6021,510.8531434738433,237.37510889327953,905.6177367246803,618.585,4.127793883035413
2025-10-01,5,119.50810000000001,539.1586332820715,260.35690332108084,950.5586585237205,618.585,351.14819270164236
2025-11-30,37,785.30908,585.6288520679558,290.68140071379037,1028.2076906977657,618.585,-25.42696029085061
2025-12-24,37,811.8,634.0506221348725,315.5851073703636,1141.7063011654577,618.585,-21.895710503218467
2025-12-26,36,555.0,682.6115475061293,335.246847550732,1236.4732071522014,618.585,22.993071622726013
2025-12-31,49,1018.52286,740.136217487921,360.62565268179196,1356.0715229211323,618.585,-27.332390213812086
2026-01-01,44,247.21128,795.6590396080913,380.44413853650775,1503.3794487278833,618.585,221.85385699555917
2026-02-28,12,2155.1630999999998,883.9793321159776,395.3068323130004,1752.2758516952808,618.585,-58.9831817315368
2026-03-24,12,2213.44553,966.0668176357025,407.26851077638605,2065.208153882362,618.585,-56.35461525743069
2026-03-26,12,2360.5,1037.6827047078887,419.12759985520074,2278.91025913576,618.585,-56.03970748960438
2026-03-31,12,2245.49235,1097.700465335573,416.77728795451947,2547.0963902691315,618.585,-51.115377198431645
2026-04-01,12,2164.214395,1139.0225515569107,414.96220556213206,2740.2511318640572,618.585,-47.3701610067652
2027-01-01,12,2161.84833,1137.4047046713001,379.14093908429714,2916.761148171511,618.585,-47.38739582756482
